# TCEQ regulated entities under the Electric Generating Facilities
# unit rule (8340), standby gensets at stores/schools/hospitals
# removed, most-likely-generation first. One RN per line.
# Use: permits_cli.py scrape --rn-file data/scrape_targets_egf.txt
RN112295597,ENCHANTED ROCK LLC
RN112293980,VOLTAGRID LLC
RN112293998,CONDUIT EDGE LLC
RN112291513,ENCHANTED ROCK LLC
RN112284955,COYANOSA THERMAL FACILITY I LLC
RN112282462,ENCHANTED ROCK LLC
RN112282470,ENCHANTED ROCK LLC
RN112282488,ENCHANTED ROCK LLC
RN112282496,ENCHANTED ROCK LLC
RN112282504,ENCHANTED ROCK LLC
RN112282512,ENCHANTED ROCK LLC
RN112282231,ENCHANTED ROCK LLC
RN112282249,ENCHANTED ROCK LLC
RN112282256,ENCHANTED ROCK LLC
RN112282264,ENCHANTED ROCK LLC
RN112282272,ENCHANTED ROCK LLC
RN112282280,ENCHANTED ROCK LLC
RN112282298,ENCHANTED ROCK LLC
RN112282306,ENCHANTED ROCK LLC
RN112282314,ENCHANTED ROCK LLC
RN112282322,ENCHANTED ROCK LLC
RN112280821,ENCHANTED ROCK LLC
RN112280680,ENCHANTED ROCK LLC
RN112280698,ENCHANTED ROCK LLC
RN112280706,ENCHANTED ROCK LLC
RN112280714,ENCHANTED ROCK LLC
RN112280722,ENCHANTED ROCK LLC
RN112280730,ENCHANTED ROCK LLC
RN112280748,ENCHANTED ROCK LLC
RN112276886,ENCHANTED ROCK LLC
RN112276894,ENCHANTED ROCK LLC
RN112267158,PROPETRO ENERGY SOLUTIONS LLC
RN112267257,PIONEER NATURAL RESOURCES USA INC
RN112267265,PIONEER NATURAL RESOURCES USA INC
RN109274282,TEXAS MICROGRID  LLC
RN109273235,TEXAS MICROGRID  LLC
RN109272658,TEXAS MICROGRID  LLC
RN109273102,TEXAS MICROGRID  LLC
RN109283655,TEXAS MICROGRID  LLC
RN105189831,TEXAS MICROGRID  LLC
RN101851376,TEXAS MICROGRID  LLC
RN109273094,TEXAS MICROGRID  LLC
RN109272484,TEXAS MICROGRID  LLC
RN109314484,TEXAS MICROGRID  LLC
RN109272518,TEXAS MICROGRID  LLC
RN109276345,TEXAS MICROGRID  LLC
RN105486294,TEXAS MICROGRID  LLC
RN105294672,TEXAS MICROGRID  LLC
RN104004775,TEXAS MICROGRID  LLC
RN109275636,TEXAS MICROGRID  LLC
RN104348644,TEXAS MICROGRID  LLC
RN109274274,TEXAS MICROGRID  LLC
RN105502306,TEXAS MICROGRID  LLC
RN109276428,TEXAS MICROGRID  LLC
RN109272575,TEXAS MICROGRID  LLC
RN100214980,VICTORIA WLE  LP
RN112258421,ET GENCO LLC
RN112247101,VOLTAGRID LLC
RN112244777,NORTHSTAR STATION LLC
RN102422334,OCCIDENTAL PERMIAN LTD.
RN109220137,BLAINE LARSEN FARMS  INC.
RN112236971,ENCHANTED ROCK LLC
RN112236989,ENCHANTED ROCK LLC
RN112236997,ENCHANTED ROCK LLC
RN112237060,ENCHANTED ROCK LLC
RN112237003,ENCHANTED ROCK LLC
RN112237078,ENCHANTED ROCK LLC
RN112237086,ENCHANTED ROCK LLC
RN112237029,ENCHANTED ROCK LLC
RN112237037,ENCHANTED ROCK LLC
RN112237045,ENCHANTED ROCK LLC
RN112237052,ENCHANTED ROCK LLC
RN112236948,ENCHANTED ROCK LLC
RN112236955,ENCHANTED ROCK LLC
RN100829084,CHASE PECAN LP
RN112234695,BILATERAL ENERGY LLC
RN112168042,WWM OPERATING LLC
RN111975330,PIONEER NATURAL RESOURCES USA INC
RN112227012,PIONEER NATURAL RESOURCES USA INC
RN112223318,RPC MERCHANT LLC
RN112223326,CONDUIT EDGE LLC
RN112223334,CONDUIT EDGE LLC
RN112222070,TRAVIS COUNTY WATER CONTROL AND IMPROVEMENT DISTRICT 17
RN111537775,GALAXY HELIOS I LLC
RN112196456,CONVERSION ENERGY SYSTEMS INC
RN112201223,BLACKBEARD OPERATING LLC
RN109178053,GRAVITY OILFIELD SERVICES LLC
RN112194998,ET GENCO LLC
RN112189576,ENTERGY TEXAS INC
RN112189014,SAN ANTONIO WATER SYSTEM
RN112189022,SAN ANTONIO WATER SYSTEM
RN107957136,PTCAA TEXAS  L.P.
RN112174339,ENCHANTED ROCK LLC
RN111658415,RPC TOLL LLC
RN100835222,CEMEX CONSTRUCTION MATERIALS SOUTH LLC
RN112134895,LINEAGE LOGISTICS LLC
RN104226097,LINEAGE LOGISTICS LLC
RN107965121,LINEAGE LOGISTICS LLC
RN104734934,LINEAGE LOGISTICS LLC
RN112122270,ENCHANTED ROCK LLC
RN112120308,ENCHANTED ROCK LLC
RN100220110,VERDANT INDUSTRIES  LLC
RN111084794,TEXAS MICROGRID II  LLC
RN112118062,ENCHANTED ROCK LLC
RN112118021,ENCHANTED ROCK LLC
RN112118088,ENCHANTED ROCK LLC
RN112117981,ENCHANTED ROCK LLC
RN112118039,ENCHANTED ROCK LLC
RN112118013,ENCHANTED ROCK LLC
RN112118047,ENCHANTED ROCK LLC
RN112118005,ENCHANTED ROCK LLC
RN112118054,ENCHANTED ROCK LLC
RN112117973,ENCHANTED ROCK LLC
RN108981424,TEXAS MICROGRID  LLC
RN109906610,TEXAS MICROGRID  LLC
RN101859064,TEXAS MICROGRID  LLC
RN105103923,TEXAS MICROGRID  LLC
RN105069298,TEXAS MICROGRID  LLC
RN106988389,TEXAS MICROGRID  LLC
RN101682292,TEXAS MICROGRID  LLC
RN104601273,TEXAS MICROGRID  LLC
RN109842963,TEXAS MICROGRID  LLC
RN101685626,TEXAS MICROGRID  LLC
RN109842971,TEXAS MICROGRID  LLC
RN112497847,APACHE CORPORATION
RN101861763,TEXAS MICROGRID  LLC
RN109842922,TEXAS MICROGRID  LLC
RN106248859,TEXAS MICROGRID  LLC
RN101499606,TEXAS MICROGRID  LLC
RN109371633,MOSER ENGINE SERVICE INC
RN101566149,TEXAS MICROGRID  LLC
RN112186945,MOSER ENGINE SERVICE INC
RN109842831,TEXAS MICROGRID  LLC
RN111994927,MOSER ENGINE SERVICE INC
RN104270244,TEXAS MICROGRID  LLC
RN106548555,TEXAS MICROGRID  LLC
RN104229802,ENCHANTED ROCK OPS  LLC
RN102727609,TEXAS MICROGRID  LLC
RN104942677,ENCHANTED ROCK SOLUTIONS  LLC
RN100256965,TEXAS MICROGRID  LLC
RN109842872,TEXAS MICROGRID  LLC
RN109842880,TEXAS MICROGRID  LLC
RN102727666,TEXAS MICROGRID  LLC
RN112496864,MOSER ENGINE SERVICE INC
RN106543267,TEXAS MICROGRID  LLC
RN112496872,MOSER ENGINE SERVICE INC
RN112105812,MOSER ENGINE SERVICE INC
RN109842807,TEXAS MICROGRID  LLC
RN109842815,TEXAS MICROGRID  LLC
RN109842823,ENCHANTED ROCK OPS  LLC
RN104488499,HET LEVELLAND LLC
RN112488598,ENCHANTED ROCK LLC
RN112486774,PROPETRO ENERGY SOLUTIONS LLC
RN100222900,TARGA MIDSTREAM SERVICES LLC
RN101810588,TEXAS MICROGRID  LLC
RN101761385,TEXAS MICROGRID  LLC
RN109842955,TEXAS MICROGRID  LLC
RN101845584,TEXAS MICROGRID  LLC
RN101683142,TEXAS MICROGRID  LLC
RN109842989,TEXAS MICROGRID  LLC
RN109843003,TEXAS MICROGRID  LLC
RN106166671,TEXAS MICROGRID  LLC
RN109842930,TEXAS MICROGRID  LLC
RN109842799,TEXAS MICROGRID  LLC
RN109842948,TEXAS MICROGRID  LLC
RN101504959,TEXAS MICROGRID  LLC
RN100552645,TEXAS MICROGRID  LLC
RN112482799,GENERATE LOCKHART LLC
RN100222983,SOUTHWEST RESEARCH INSTITUTE
RN112479803,PROENERGY SERVICES LLC
RN112476056,ENTERGY TEXAS INC
RN112475454,TARGET LOGISTICS MANAGEMENT  LLC
RN112475645,ENTERGY TEXAS INC
RN112470208,PROENERGY SERVICES LLC
RN112420278,ATLAS ENERGY SOLUTIONS SOCORRO LLC
RN112460803,BURR COMPUTER ENVIRONMENTS PROPERTIES LLC
RN109783613,TEXAS MICROGRID  LLC
RN109783407,TEXAS MICROGRID  LLC
RN101905867,ENCHANTED ROCK SOLUTIONS  LLC
RN112406442,CIRCE ENERGY LLC
RN112451562,NOLAN RANCH DC OWNER LLC
RN112441241,IP MEITNER GAS LLC
RN112444708,BLACKBEARD OPERATING LLC
RN109746677,TEXAS MICROGRID  LLC
RN109745984,TEXAS MICROGRID  LLC
RN102042876,TEXAS MICROGRID  LLC
RN109696096,TEXAS MICROGRID  LLC
RN109746016,TEXAS MICROGRID  LLC
RN109744342,TEXAS MICROGRID  LLC
RN109746792,TEXAS MICROGRID  LLC
RN112441423,CONDUIT EDGE LLC
RN109748210,TEXAS MICROGRID  LLC
RN105467930,CITY OF DENTON
RN112434626,DUNAMIS BESS LLC
RN109626028,PILOT TRAVEL CENTERS LLC
RN112420278,MOSER ENGINE SERVICE INC
RN112414438,BARUPON LLC
RN112406533,POOLSIDE LF PHASE 2 DC OPS LLC
RN112403993,ENCHANTED ROCK LLC
RN112404017,ENCHANTED ROCK LLC
RN112404025,ENCHANTED ROCK LLC
RN112404033,ENCHANTED ROCK LLC
RN112404041,ENCHANTED ROCK LLC
RN112401195,PIONEER NATURAL RESOURCES USA INC
RN105355036,CONROE TEXAS BIODIESEL PRODUCERS INC
RN112387162,PIONEER WATER MANAGEMENT LLC
RN112384391,ALAN ENERGY TEXAS INC
RN109612010,TEXAS MICROGRID  LLC
RN106927650,TEXAS MICROGRID  LLC
RN111349031,ENCHANTED ROCK LLC
RN112369921,ENCHANTED ROCK LLC
RN102476488,TEXAS MICROGRID LLC
RN109596627,TEXAS MICROGRID  LLC
RN109586610,TEXAS MICROGRID  LLC
RN109611541,TEXAS MICROGRID  LLC
RN108962150,TEXAS MICROGRID  LLC
RN105126460,TEXOGA TECHNOLOGIES CORPORATION
RN109586628,TEXAS MICROGRID  LLC
RN109611574,TEXAS MICROGRID  LLC
RN109613430,TEXAS MICROGRID  LLC
RN107129157,TEXAS MICROGRID  LLC
RN109243840,TEXAS MICROGRID  LLC
RN111717674,CHICK-FIL-A INC
RN112348164,PIONEER WATER MANAGEMENT LLC
RN112505243,ASCENDANT ENERGY LLC
RN112504253,PRIME DATA CENTERS LLC
RN112503206,HILL VALLEY EC LLC
RN111930822,MOSER ENGINE SERVICE INC
RN112501838,MOSER ENGINE SERVICE INC
RN112501291,NSCALE WARD COUNTY II LLC
RN112497870,MCV I LLC
RN112497888,MCV I LLC
RN112497896,MCV I LLC
RN112497904,MCV I LLC
RN112314448,MOSER ENGINE SERVICE INC
RN112319058,MOSER ENGINE SERVICE INC
RN112170246,MOSER ENGINE SERVICE INC
RN112494554,KMT AZURITE SOLAR LLC
RN112187059,PIONEER NATURAL RESOURCES USA INC
RN112189055,SAN ANTONIO WATER SYSTEM
RN112189030,SAN ANTONIO WATER SYSTEM
RN112148861,ALL BUNKERING LLC
RN110720687,ENCHANTED ROCK OPS LLC
RN110744307,ENCHANTED ROCK OPS LLC
RN110887536,VENADO OPERATING COMPANY LLC
RN110880895,AMERESCO INC
RN110685294,AMERESCO INC
RN110874740,ENCHANTED ROCK OPS LLC
RN110873536,ENCHANTED ROCK OPS LLC
RN110873569,ENCHANTED ROCK OPS LLC
RN110872835,ENCHANTED ROCK OPS LLC
RN110872686,ENCHANTED ROCK OPS LLC
RN110872181,ENCHANTED ROCK OPS LLC
RN110971256,GRAND PRAIRIE LANDFILL GAS PRODUCTION LIMITED LIABILITY COMPANY
RN110868064,ENCHANTED ROCK OPS LLC
RN110868551,ENCHANTED ROCK OPS LLC
RN100542216,GRAND PRAIRIE LANDFILL GAS PRODUCTION LIMITED LIABILITY COMPANY
RN110840956,ENCHANTED ROCK OPS LLC
RN110840071,ENCHANTED ROCK OPS LLC
RN110837069,ENCHANTED ROCK OPS LLC
RN110836913,ENCHANTED ROCK OPS LLC
RN110833084,ENCHANTED ROCK OPS LLC
RN110832748,ENCHANTED ROCK OPS LLC
RN110832268,ENCHANTED ROCK OPS LLC
RN110830072,ENCHANTED ROCK OPS LLC
RN110785656,ENCHANTED ROCK OPS LLC
RN110771656,ENCHANTED ROCK OPS LLC
RN110771417,ENCHANTED ROCK OPS LLC
RN110771151,ENCHANTED ROCK OPS LLC
RN110767571,ENCHANTED ROCK OPS LLC
RN110767712,ENCHANTED ROCK OPS LLC
RN110758547,ENCHANTED ROCK OPS LLC
RN110757408,ENCHANTED ROCK OPS LLC
RN110755774,ENCHANTED ROCK OPS LLC
RN110755287,ENCHANTED ROCK OPS LLC
RN110740420,ENCHANTED ROCK OPS  LLC
RN110753837,ENCHANTED ROCK OPS LLC
RN109429993,TEXAS MICROGRID LLC
RN110751807,ENCHANTED ROCK OPS LLC
RN110747540,ENCHANTED ROCK OPS LLC
RN110747599,ENCHANTED ROCK OPS LLC
RN110746997,ENCHANTED ROCK OPS LLC
RN110746609,ENCHANTED ROCK OPS LLC
RN110746799,ENCHANTED ROCK OPS LLC
RN110745601,ENCHANTED ROCK OPS LLC
RN110744844,ENCHANTED ROCK OPS LLC
RN110744737,ENCHANTED ROCK OPS LLC
RN110745056,ENCHANTED ROCK OPS LLC
RN110744448,ENCHANTED ROCK OPS LLC
RN110739976,ENCHANTED ROCK OPS LLC
RN110740420,ENCHANTED ROCK OPS LLC
RN101793735,ENCHANTED ROCK OPS LLC
RN102864683,ENCHANTED ROCK OPS LLC
RN102216595,ENCHANTED ROCK OPS LLC
RN105409163,ENCHANTED ROCK OPS LLC
RN104245626,ENCHANTED ROCK OPS LLC
RN104420716,ENCHANTED ROCK OPS LLC
RN110734670,ENCHANTED ROCK OPS LLC
RN110731692,ENCHANTED ROCK OPS LLC
RN105293328,ENCHANTED ROCK OPS LLC
RN110731460,ENCHANTED ROCK OPS LLC
RN105890685,WM RENEWABLE ENERGY  L.L.C.
RN110720612,ENCHANTED ROCK OPS LLC
RN110696283,PROENERGY SERVICES LLC
RN110687449,ENCHANTED ROCK OPS LLC
RN110672573,ENCHANTED ROCK OPS LLC
RN105862510,GOLDEN SPREAD ELECTRIC COOPERATIVE  INC.
RN100214980,VICTORIA WLE LP
RN109829119,CENTENNIAL RESOURCE PRODUCTION LLC
RN105346423,ENCHANTED ROCK OPS  LLC
RN110597960,ENCHANTED ROCK OPS LLC
RN110591260,PROENERGY SERVICES LLC
RN110588910,PROENERGY SERVICES LLC
RN110585676,PROENERGY SERVICES LLC
RN100222041,PASADENA COGENERATION L.P.
RN110581048,PROENERGY SERVICES LLC
RN110521861,ENGIE DEVELOPMENT LLC
RN105346423,ENCHANTED ROCK OPS LLC
RN110477783,SURGE OPERATING LLC
RN110525763,ENTERGY TEXAS  INC.
RN110521861,ENGIE DEVELOPMENT  LLC
RN102212925,EXXON MOBIL CORPORATION
RN109477307,EOG RESOURCES INC
RN102610821,CITY OF WACO
RN102687597,ENCHANTED ROCK OPS LLC
RN110463890,ENCHANTED ROCK OPS LLC
RN110462819,QEP ENERGY COMPANY
RN110453842,ENCHANTED ROCK OPS LLC
RN107697088,SPACE EXPLORATION TECHNOLOGIES CORP
RN110453180,ENCHANTED ROCK OPS LLC
RN110453222,ENCHANTED ROCK OPS LLC
RN106425242,FRIENDSWOOD ENERGY GENCO LLC
RN110448693,ATLANTIC RESOURCES COMPANY LLC
RN110445152,ENCHANTED ROCK OPS LLC
RN110422979,ENCHANTED ROCK SOLUTIONS LLC
RN110423472,ENCHANTED ROCK SOLUTIONS LLC
RN110418415,BASELINE ENERGY SERVICES LP
RN105748719,MUSTANG CREEK BIO-GAS PLANT  LLC
RN110135217,ENCHANTED ROCK SOLUTIONS LLC
RN105890685,WM RENEWABLE ENERGY LLC
RN109809582,ENCHANTED ROCK SOLUTIONS LLC
RN105503916,FRESNO ENERGY LLC
RN109885053,ENCHANTED ROCK SOLUTIONS LLC
RN109992974,HILLSTONE DACO PERMIAN  LLC
RN109399535,CHARRO OPERATING LLC
RN109429993,ENCHANTED ROCK SOLUTIONS LLC
RN109831800,ENCHANTED ROCK SOLUTIONS LLC
RN109693812,ENCHANTED ROCK SOLUTIONS LLC
RN109906610,ENCHANTED ROCK SOLUTIONS LLC
RN105103923,ENCHANTED ROCK SOLUTIONS LLC
RN105069298,ENCHANTED ROCK SOLUTIONS LLC
RN101810588,ENCHANTED ROCK SOLUTIONS LLC
RN101683142,ENCHANTED ROCK SOLUTIONS LLC
RN101845584,ENCHANTED ROCK SOLUTIONS LLC
RN106166671,ENCHANTED ROCK SOLUTIONS LLC
RN109842989,ENCHANTED ROCK SOLUTIONS LLC
RN101861763,ENCHANTED ROCK SOLUTIONS LLC
RN101683522,ENCHANTED ROCK SOLUTIONS LLC
RN106988389,ENCHANTED ROCK SOLUTIONS LLC
RN109842971,ENCHANTED ROCK SOLUTIONS LLC
RN101685626,ENCHANTED ROCK SOLUTIONS LLC
RN109842963,ENCHANTED ROCK SOLUTIONS LLC
RN109842955,ENCHANTED ROCK SOLUTIONS LLC
RN101761385,ENCHANTED ROCK SOLUTIONS LLC
RN109842948,ENCHANTED ROCK SOLUTIONS LLC
RN109842930,ENCHANTED ROCK SOLUTIONS LLC
RN106248859,ENCHANTED ROCK SOLUTIONS LLC
RN104942677,ENCHANTED ROCK SOLUTIONS LLC
RN109842880,ENCHANTED ROCK SOLUTIONS LLC
RN109842872,ENCHANTED ROCK SOLUTIONS LLC
RN101499606,ENCHANTED ROCK SOLUTIONS LLC
RN101566149,ENCHANTED ROCK SOLUTIONS LLC
RN104270244,ENCHANTED ROCK SOLUTIONS LLC
RN106548555,ENCHANTED ROCK SOLUTIONS LLC
RN106543267,ENCHANTED ROCK SOLUTIONS LLC
RN102727666,ENCHANTED ROCK SOLUTIONS LLC
RN109842831,ENCHANTED ROCK SOLUTIONS LLC
RN104229802,ENCHANTED ROCK SOLUTIONS LLC
RN100256965,ENCHANTED ROCK SOLUTIONS LLC
RN102727609,ENCHANTED ROCK SOLUTIONS LLC
RN109842823,ENCHANTED ROCK SOLUTIONS LLC
RN109842815,ENCHANTED ROCK SOLUTIONS LLC
RN109842807,ENCHANTED ROCK SOLUTIONS LLC
RN109842799,ENCHANTED ROCK SOLUTIONS LLC
RN101504959,ENCHANTED ROCK SOLUTIONS LLC
RN100552645,ENCHANTED ROCK SOLUTIONS LLC
RN101859064,ENCHANTED ROCK SOLUTIONS LLC
RN109842922,ENCHANTED ROCK SOLUTIONS  LLC
RN101682292,ENCHANTED ROCK SOLUTIONS LLC
RN104601273,ENCHANTED ROCK SOLUTIONS LLC
RN109843003,ENCHANTED ROCK SOLUTIONS LLC
RN109783613,ENCHANTED ROCK SOLUTIONS  LLC
RN109783407,ENCHANTED ROCK SOLUTIONS  LLC
RN105454631,BP AMERICA PRODUCTION COMPANY
RN109746677,ENCHANTED ROCK SOLUTIONS  LLC
RN109745984,ENCHANTED ROCK SOLUTIONS  LLC
RN102042876,ENCHANTED ROCK SOLUTIONS  LLC
RN109696096,ENCHANTED ROCK SOLUTIONS  LLC
RN109746016,ENCHANTED ROCK SOLUTIONS  LLC
RN109744342,ENCHANTED ROCK SOLUTIONS  LLC
RN109746792,ENCHANTED ROCK SOLUTIONS  LLC
RN109748210,ENCHANTED ROCK SOLUTIONS  LLC
RN102323268,ENTERPRISE PRODUCTS OPERATING LLC
RN100213909,LAREDO WLE  LP
RN109611541,ENCHANTED ROCK OPS  LLC
RN108962150,ENCHANTED ROCK SOLUTIONS  LLC
RN109611574,ENCHANTED ROCK SOLUTIONS  LLC
RN109612010,ENCHANTED ROCK SOLUTIONS  LLC
RN109243840,ENCHANTED ROCK SOLUTIONS  LLC
RN109596627,ENCHANTED ROCK SOLUTIONS  LLC
RN109586610,ENCHANTED ROCK SOLUTIONS  LLC
RN109586628,ENCHANTED ROCK SOLUTIONS  LLC
RN106927650,ENCHANTED ROCK SOLUTIONS  LLC
RN109613430,ENCHANTED ROCK SOLUTIONS  LLC
RN107129157,ENCHANTED ROCK SOLUTIONS  LLC
RN109322420,DENBURY ONSHORE  LLC
RN109429233,ENCHANTED ROCK SOLUTIONS  LLC
RN104125687,ENCHANTED ROCK SOLUTIONS  LLC
RN109340497,ENCHANTED ROCK SOLUTIONS  LLC
RN109342220,ENCHANTED ROCK SOLUTIONS  LLC
RN109341610,ENCHANTED ROCK SOLUTIONS  LLC
RN104482815,ENCHANTED ROCK SOLUTIONS  LLC
RN109342238,ENCHANTED ROCK SOLUTIONS  LLC
RN107125270,ENCHANTED ROCK SOLUTIONS  LLC
RN109350611,ENCHANTED ROCK SOLUTIONS  LLC
RN109227256,ENCHANTED ROCK SOLUTIONS  LLC
RN109342667,ENCHANTED ROCK SOLUTIONS  LLC
RN109342261,ENCHANTED ROCK SOLUTIONS  LLC
RN105015507,ENCHANTED ROCK SOLUTIONS  LLC
RN109340463,ENCHANTED ROCK SOLUTIONS  LLC
RN109342741,ENCHANTED ROCK SOLUTIONS  LLC
RN107846503,ENCHANTED ROCK SOLUTIONS  LLC
RN109342642,ENCHANTED ROCK SOLUTIONS  LLC
RN107854333,ENCHANTED ROCK SOLUTIONS  LLC
RN109322420,DENBURY ONSHORE LLC
RN103016168,ENCHANTED ROCK SOLUTIONS  LLC
RN101767358,ENCHANTED ROCK SOLUTIONS  LLC
RN101735736,ENCHANTED ROCK SOLUTIONS  LLC
RN109314484,ENCHANTED ROCK SOLUTIONS  LLC
RN109315036,ENCHANTED ROCK SOLUTIONS  LLC
RN101732667,ENCHANTED ROCK SOLUTIONS  LLC
RN104004775,ENCHANTED ROCK SOLUTIONS  LLC
RN109315853,ENCHANTED ROCK SOLUTIONS  LLC
RN100632629,BIO ENERGY (AUSTIN)  LLC
RN109283655,ENCHANTED ROCK SOLUTIONS  LLC
RN109276345,ENCHANTED ROCK SOLUTIONS  LLC
RN109275636,ENCHANTED ROCK SOLUTIONS  LLC
RN104348644,ENCHANTED ROCK SOLUTIONS  LLC
RN105502306,ENCHANTED ROCK SOLUTIONS  LLC
RN109276428,ENCHANTED ROCK SOLUTIONS  LLC
RN109274282,ENCHANTED ROCK SOLUTIONS  LLC
RN109273235,ENCHANTED ROCK SOLUTIONS  LLC
RN109272658,ENCHANTED ROCK SOLUTIONS  LLC
RN109273102,ENCHANTED ROCK SOLUTIONS  LLC
RN105189831,ENCHANTED ROCK SOLUTIONS  LLC
RN101851376,ENCHANTED ROCK SOLUTIONS  LLC
RN109273094,ENCHANTED ROCK SOLUTIONS  LLC
RN109272484,ENCHANTED ROCK SOLUTIONS  LLC
RN109272518,ENCHANTED ROCK SOLUTIONS  LLC
RN105486294,ENCHANTED ROCK SOLUTIONS  LLC
RN105294672,ENCHANTED ROCK SOLUTIONS  LLC
RN109274274,ENCHANTED ROCK SOLUTIONS  LLC
RN109272575,ENCHANTED ROCK SOLUTIONS  LLC
RN100214980,VICTORIA WLE  L.P.
RN100829084,SAN SABA PECAN  LP
RN109178053,LTR  INC.
RN100238385,VALERO REFINING-TEXAS  L.P.
RN108981424,ENCHANTED ROCK SOLUTIONS  LLC
RN100542257,WASTE MANAGEMENT OF TEXAS  INC.
RN108784059,DENTON MUNICIPAL ELECTRIC
RN100215334,AIR LIQUIDE LARGE INDUSTRIES U.S. LP
RN106080914,DENTON MUNICIPAL ELECTRIC
RN102553898,DCP MIDSTREAM  LP
RN104156062,BIO ENERGY (TEXAS)  LLC
RN100211473,WTG GAS PROCESSING  L.P.
RN100754779,SMURFIT KAPPA ORANGE COUNTY LLC
RN101246478,WTG JAMESON  LP
RN100614734,DEPARTMENT OF VETERANS AFFAIRS
RN101060812,ONCOR ELECTRIC DELIVERY COMPANY LLC
RN107697344,TXP RICEBIRD  LLC
RN106106719,ENTERPRISE PRODUCTS OPERATING LLC
RN100542232,WM RENEWABLE ENERGY  L.L.C.
RN100226570,OPTIM ENERGY TWIN OAKS  LP
RN106501406,TEXAS ENERGY DEVELOPMENT SERVICES LLC
RN107092520,TXP REEVES  LLC
RN107092348,WINKLER TXP  LLC
RN107092397,SEALY TXP  LLC
RN104382825,CITY OF AUSTIN
RN101992246,SUNSET FARMS ENERGY LLC
RN100212018,DAVIS GAS PROCESSING  INC.
RN100226455,KINDER MORGAN PRODUCTION COMPANY LLC
RN100754779,ORANGE COUNTY CONTAINER GROUP LLC
RN100209576,CALPINE CONSTRUCTION FINANCE COMPANY LP
RN100219450,BROWNSVILLE MUNICIPAL UTILITIES CORPORATION
RN105295802,EAST TEXAS ELECTRIC COOPERATIVE INC
RN105384408,TRINITY OAKS ENERGY LLC
RN100562925,BROWNSVILLE PUBLIC UTILITIES BOARD
RN102289980,MCKINNEY LFG LLC
RN101478238,NELSON GARDENS ENERGY LLC
RN102131042,BROWNSVILLE PUBLIC UTILITIES BOARD
RN102130994,BROWNSVILLE PUBLIC UTILITIES BOARD
RN102131125,BROWNSVILLE PUBLIC UTILITIES BOARD
RN105295927,EAST TEXAS ELECTRIC COOPERATIVE INC
RN101867554,FLINT HILLS RESOURCES ODESSA LLC
RN100658467,US DEPARTMENT OF VETERANS AFFAIRS
RN100672336,HOOVER INC
RN102663119,TX LFG ENERGY LP
RN103048435,TX LFG ENERGY LP
RN102199486,BASILEIA INVESTMENTS INC
RN106181886,SYNERGY RENEWABLES HARLINGEN LLC
RN100632629,BIO ENERGY AUSTIN LLC
RN102422334,OCCIDENTAL PERMIAN LTD
RN102553898,DCP MIDSTREAM LP
RN100213909,LAREDO WLE LP
RN100542729,US DEPARTMENT OF THE AIR FORCE
RN101992246,GAS RECOVERY SYSTEMS LLC
RN106018799,BIOHYBRID ENERGY SERVICES LLC
RN106011208,BIOHYBRID ENERGY SERVICES LLC
RN100210863,OPTIM ENERGY ALTURA COGEN LLC
RN105862510,GOLDEN SPREAD ELECTRIC COOPERATIVE INC
RN100215979,LON C HILL LP
RN100222041,PASADENA COGENERATION LP
RN105512917,WHITING OIL AND GAS CORPORATION
RN100542257,WASTE MANAGEMENT OF TEXAS INC
RN105748719,MUSTANG CREEK BIO-GAS PLANT LLC
RN100542232,WM RENEWABLE ENERGY LLC
RN105690853,AMERESCO DALLAS LLC
RN100210863,ALTURA COGEN LLC
RN102560687,LA PALMA WLE LP
RN102565843,J L BATES LP
RN100222900,TARGA MIDSTREAM SERVICES LIMITED PARTNERSHIP
RN105384408,G2 ENERGY (TRINITY OAKS) LLC
RN105355036,TEXOGA TECHNOLOGIES CORPORATION
RN100658558,RIO GRANDE RENEWABLE ELECTRIC LLC
RN102663119,VIRIDIS ENERGY TEXAS LP
RN100211531,EL PASO NATURAL GAS COMPANY
RN100214980,NUCOASTAL CORPORATION
RN100825389,NRG TEXAS LP
RN104987540,GOLDEN SPREAD ELECTRIC COOPERATIVE INC
RN101286433,GOLDEN SPREAD ELECTRIC COOPERATIVE INC
RN104946272,WEBB COUNTY
RN104944392,AMERESCO INC
RN100215938,WM RENEWABLE ENERGY LLC
RN101717601,WEBB COUNTY
RN100218569,MCCOMMAS LFG PROCESSING PARTNERS LP
RN100754779,CORRUGATED SERVICES LP
RN100221837,G2 ENERGY (FW REGIONAL) LLC
RN100221837,G2 ENERGY LLC
RN100212976,WG OPERATING INC
RN101524577,BROUMLEY KEITH
RN104297973,CINEMARK USA INC
RN100216621,ENBRIDGE PIPELINES (TEXAS GATHERING) LP
RN101863496,CDH ENERGY CORP
RN104175484,DRESSER-RAND COMPANY
RN100226455,KINDER MORGAN PRODUCTION COMPANY LP
RN101992246,GAS RECOVERY SYSTEMS INC
RN100824150,CITY OF AUSTIN
RN103048435,RELIANT ENERGY RENEWABLES CONROE LP
RN102663119,RELIANT ENERGY RENEWABLES BLUE BONNET LP
RN103858502,CDH ENERGY CORP
RN103176822,ENERGEN TECHNOLOGIES LP
RN103062097,ENERGEN TECHNOLOGIES LP
RN100214246,BIO ENERGY (TEXAS) LLC
RN101983401,BIO ENERGY (AUSTIN) LLC
